,content,score,thumbsUpCount,at
6347,Reliable and good,5,0,2025-01-28 07:22:12
6348,can't sign up at all bumer,2,0,2025-01-29 23:17:42
6349,Great effort! Thankyou so much team deepSeek. There's a missing feature that is orientation.,5,0,2025-01-29 09:08:38
6350,Very slow response,3,0,2025-01-29 08:28:45
6351,This app is not working,1,0,2025-01-29 14:21:10
6352,"Trained data is good, but it timed out when searching the Internet. This means you don't get the latest results.",2,0,2025-01-28 16:39:52
6353,Very slow and untrust worthy,1,0,2025-01-28 16:57:20
6354,1/28/2025 Now DeepSeek Has Surpassed Chatgpt in various Benchmarks. Can you imagine Ds surpassed Open Ai Chatgpt Which was really Costly for the Individuals Now China Has taken the Control 5/5 ⭐,5,0,2025-01-28 13:10:36
6355,1 trillion dollars blow to American stock exchange.. Hats off to Deepseek.,5,0,2025-01-28 18:39:20
6356,Unbelievable much better than paid Chatgpt,5,0,2025-01-28 13:35:32
6357,The fact that its free makes it the best,5,0,2025-01-31 05:45:14
6358,Much better than ChatGPT.,5,0,2025-01-31 00:05:50
6359,Overrated type of shhhhhh Waited for eternity just for my email code Deleting ASAP,1,0,2025-01-28 00:11:15
6360,wow i can't beleive yeh toh real insaan se v jada achaa experience karata hai love this app thnq,5,0,2025-01-29 03:07:17
6361,"Works great, is the best",5,0,2025-02-01 14:38:32
6362,The aap was to good and helpful 🙂,5,0,2025-01-31 08:58:27
6363,Deep seek better then chatgpt more improved this app,5,0,2025-01-29 18:06:59
6364,AI will be accessible to everyone; this initiative marks its beginning.,5,0,2025-01-25 07:00:29
6365,Could not answer why Winnie the Pooh is banned in China,1,0,2025-01-29 22:47:05
6366,"Love it. I am tired of overplayed us technology, finally someone here to challenge with the lower price.",5,0,2025-01-28 15:14:35
6367,Best AI app available.,5,0,2025-01-29 01:10:38
6368,Worst app doesnt have adequate software,1,0,2025-01-30 09:54:11
6369,It's an Awesome App. I like it,5,0,2025-01-30 19:29:11
6370,help me a lot ..thanks for this,5,0,2025-01-31 02:49:17
6371,Unfortunately web search not working.,3,0,2025-01-28 11:34:51
6372,It gives much better response that chatgpt!,5,0,2025-01-29 09:37:39
6373,I ever see many AI but it's the best Ai,5,0,2025-02-01 06:15:27
6374,"Nice, Hope it will have more features.",5,0,2025-01-16 14:51:18
6375,Amazing thank you china take my data,5,0,2025-01-27 20:08:51
6376,One of the best ai app I have ever seen,5,0,2025-01-28 13:38:21
6377,Best experience ever i experienced!,5,0,2025-01-29 12:02:40
6378,No updated information.,3,0,2025-01-29 11:18:32
6379,"Best app ever, u just give chatgpt lesson with Ai",5,0,2025-02-02 06:49:33
6380,Best AI software and I love to use this,5,0,2025-01-27 06:20:39
6381,Deepseek damn good and can be considered as father of all chat boot,5,0,2025-02-02 02:34:18
6382,"Powerful and smart, less mistakes in math and logic compare to Chat GPT. Analyze photos function is not available yet, hope will be lunched soon and I can forget about Chat GPT",5,0,2025-01-30 07:42:25
6383,Thankyou for making it open source,5,0,2025-01-27 12:37:54
6384,Better than ChatGPT. Absolutely free unlike ChatGPT and uses fraction of the resources to populate the content compared to ChatGPT.,5,0,2025-01-27 09:20:44
6385,It's impressive and fast,5,0,2025-01-30 19:24:12
6386,Simple and 1000% better.,5,0,2025-01-29 01:10:38
6387,Very powerful tool,5,0,2025-01-30 03:37:06
6388,this app is chinese TRASH,1,0,2025-01-31 06:01:08
6389,It is the best and better than chatgpt,5,0,2025-02-02 11:15:51
6390,"Who wants chatgpt anymore, this is the best.",5,0,2025-01-30 02:38:42
6391,"Of course, its a harsher competitor than Chatgpt!!""",5,0,2025-01-30 17:08:37
6392,Perfect just perfect,5,0,2025-01-28 22:46:23
6393,What's the issue?? Why can't i sign up?!!,1,0,2025-01-27 11:58:51
6394,at least it doesn't wrap you in an endless loop of wrong decisions like gpt,5,0,2025-02-02 18:32:43
6395,Just love it.... I hate chatGPT.....,5,0,2025-01-29 12:24:30
6396,This app is really good👍the best ai I have ever seen,5,0,2025-01-30 12:47:57
6397,Installed But Busy or Don't have Info,2,0,2025-01-29 09:31:21
6398,Please implement speech recognition as like chatgpt android app,5,0,2025-01-28 21:29:11
6399,Good help to skil improve,5,0,2025-01-30 08:57:10
6400,amazing and incredible,5,0,2025-02-01 20:31:51
6401,I have amazing experience with this apps,5,0,2025-01-29 04:37:44
6402,Chinese owned -- I uninstalled due to potential censorship and access to my data,1,168,2025-01-26 18:02:57
6403,When I write any thing it just answer a blank message 🫤,1,0,2025-01-29 15:58:42
6404,"Not worse than chatgpt, maybe even a bit better",5,0,2025-01-27 19:54:56
6405,Deep Seek.. Very deep ...it won't let me register.. bye 😭,1,0,2025-01-28 13:20:52
6406,Indonesia not support? can't register,2,0,2025-01-28 05:22:46
6407,Why this App won't open in my galaxy A01,1,0,2025-01-28 11:33:12
6408,"bro got me in first 5min nd rn m high af , still i came here to 5 star ⭐⭐⭐⭐⭐ damn I dare you to ask few questions and bro will tell your age this is getting interesting. But always be careful with fire guys thik ai is not normal",5,26,2025-01-28 22:05:28
6409,"Really shocked with the out put🤩,exellent",5,0,2025-02-01 03:34:42
6410,It's a very good app and I like it the most,5,0,2025-01-31 16:16:04
6411,"Yes... Atrioc brought me here. 🫢🤚 No more 200 bucks to Sam Altman, O-oh.",5,0,2025-01-29 07:51:04
6412,It gives nice experience. Like it.,5,0,2025-01-29 16:38:22
6413,I am facing server busy issue,3,0,2025-01-29 05:51:17
6414,"I really liked it, umm interesting DeepSeek",5,1,2025-01-26 16:37:58
6415,One of the best I've ever seen.Game changer,5,0,2025-01-30 23:52:52
6416,Very good app. Bravo,5,0,2025-01-28 06:50:20
6417,I just like chatgpt ...but this is more better than chat gpt,4,0,2025-01-29 04:21:36
6418,Unable to sign up.. 🤔,1,0,2025-01-30 03:23:45
6419,Very bad app. Never download it,1,0,2025-01-30 18:27:00
6420,I have found mistake answer. Mahaguru falgunadas jayanti is kartik 25 not magh 22,1,0,2025-02-01 06:25:42
6421,"Awesome, excellent , amazing",5,0,2025-01-29 13:45:51
6422,It's Amazing Very useful 5 Stars.,5,0,2025-01-31 05:10:21
6423,Amazing fast process,5,0,2025-01-30 03:30:23
6424,I love 😘 it free app 100%,5,0,2025-01-31 03:47:41
6425,Deepseek offline at the moment.,1,0,2025-01-31 07:33:36
6426,"Just very good, so far satisfied",5,0,2025-01-29 19:39:25
6427,Great app and great alternative,5,0,2025-01-27 18:16:52
6428,Awesome Ai for in-depth analysis.,5,0,2025-01-31 01:06:46
6429,I Love this far better than chatgpt thanks china love from Pakistan ♥️😘😘,5,0,2025-01-28 18:47:38
6430,Best AI app I have ever used.,5,0,2025-01-29 21:12:53
6431,Most easily understand,5,0,2025-01-28 16:45:23
6432,It's truly amazing Ai apps,5,0,2025-01-29 04:53:06
6433,"Amazing, ingenuity at its best",5,0,2025-01-28 01:31:43
6434,The most advanced Ai app ever created on earth 👍👍👍👍👍👍👍 bravo Chinese brothers. Big respect from Ethiopia,5,0,2025-01-29 21:31:59
6435,This is the best ai assistant r8 now,5,0,2025-01-29 18:36:23
6436,This is really slow,1,0,2025-01-28 13:47:49
6437,Take too much time to respond.very slow,1,0,2025-01-29 16:27:18
6438,Great app definitely recommend to others,5,0,2025-01-29 03:40:57
6439,It's a great app which I saw in My life.,5,0,2025-02-01 18:23:52
6440,Basically a clone of Chatgpt but worse.,1,0,2025-01-29 05:33:18
6441,"I couldn't even sign up , what a mess",1,0,2025-01-30 06:45:16
6442,but your system is busy,5,0,2025-01-30 16:40:41
6443,Good experience but sometime it can't responded.,3,0,2025-02-02 16:38:31
6444,Good effort 💖 thank you Chinese 🇵🇰💞,5,0,2025-01-31 17:23:58
6445,The best AI tool I've ever used.,5,0,2025-01-28 17:30:50
6446,Why i dont can generate images?,4,0,2025-01-29 08:01:11
6447,Nice app as for the information,5,0,2025-01-30 03:55:46
6448,"Works fine, no complaints.",5,0,2025-01-15 16:03:27
6449,THE BEST AI APP. THANK YOU DEEPSEEK!,5,0,2025-01-28 17:22:01
6450,This is the best AI tool I have ever used,5,0,2025-01-28 20:34:54
6451,But this app can't talk to us like chat GPT?,1,0,2025-01-28 20:07:24
6452,Always it's says 'Server is busy',2,0,2025-01-29 07:14:26
6453,Please add landscape mode,4,0,2025-01-29 03:24:34
6454,Well done deepseek. You have done magnificently,5,0,2025-01-30 20:07:14
6455,"Marvellous, it's the best ai version lately .",5,0,2025-01-31 09:33:09
6456,"Deepseek ai better than Gemini,Gpt, copilot, perplexity",1,0,2025-01-30 08:00:05
6457,Vip app Excellent 👍 All is free of cost make sure money using this Deepseek App So Downloads now,5,0,2025-01-30 14:22:15
6458,Please add some type of customisation options to user's information and the response of AI to user queries like in chatgpt.,5,0,2025-01-31 07:27:10
6459,Fix the server issue please,3,0,2025-01-31 08:12:29
6460,Fails to send sign up code,1,0,2025-01-29 03:32:34
6461,Very busy can't answer my question,1,0,2025-01-29 12:38:08
6462,This is very helpful Application that I ever seen.,5,0,2025-01-28 16:07:50
6463,I just wish to have the image generator here.,5,0,2025-01-30 07:19:56
6464,This is good but tell me what happen n 1989,4,0,2025-01-29 02:51:26
6465,Best al app even on playstore sucks it usa,5,0,2025-01-29 03:52:42
6466,"Our Chinese brothers gets 5 ⭐, even without testing.",5,0,2025-01-28 16:48:21
6467,It doesn't work and i can't get code for log in,1,0,2025-01-29 20:42:00
6468,Best for physics,5,0,2025-01-31 09:17:14
6469,Voice mice not available,1,0,2025-01-31 09:40:00
6470,One of the best application I have ever used 🗿,5,0,2025-01-29 04:27:42
6471,Better than chatgpd no paid tools,5,0,2025-01-28 17:41:09
6472,Lot of server error......,3,0,2025-01-30 12:23:32
6473,Best AI Assistant app 🙂👍,5,0,2025-01-29 07:02:18
6474,Wow... It's a very helpful apps in this time...good 🥰,5,0,2025-01-31 00:12:15
6475,its slow but great,4,0,2025-01-29 02:20:59
6476,Yo it's insane. Far better than GPT.,5,0,2025-01-29 05:16:28
6477,"I use this app,really this is best helping app I suggest to use this app everyone",5,0,2025-01-28 16:51:02
6478,Brilliant definitely a winner,5,0,2025-01-29 14:16:33
6479,The app is absolutely amazing,5,0,2025-01-28 23:07:11
6480,Wonderfull and free of cost,5,0,2025-01-29 12:14:50
6481,Informative and Upadate.,5,0,2025-01-29 02:32:15
6482,I liked so much! A great app!,5,0,2025-01-30 21:51:02
6483,help full for students thanks China 🇨🇳 ❤️,5,0,2025-02-01 21:02:13
6484,"Don't work properly,worst aap",2,0,2025-01-29 06:54:39
6485,It looks great program,5,0,2025-01-28 21:11:10
6486,Very good deepseek app,5,0,2025-01-30 02:02:49
6487,App is not working,1,0,2025-01-29 11:41:36
6488,This program is very nice,5,0,2025-01-29 19:25:41
6489,One of the best AI's i have ever used,5,0,2025-01-29 06:18:27
6490,Thanks for Deepseek.. Nice app,5,0,2025-01-30 03:26:38
6491,Absolute best app for AI no doubt get off chatgpt,5,0,2025-01-29 02:07:43
6492,"China china china, make more of these. ......",2,0,2025-01-29 12:07:15
6493,Better than chatgpt .I loved it so much,5,0,2025-01-29 06:43:50
6494,Censorship: about on par with other LLM idk why it wants to answer my question then delete them and then say it's not being censored to be clear GROK and Gemini are way worse about censorship,3,0,2025-01-29 23:09:01
6495,"24h server busy,, really disg",1,0,2025-01-31 08:14:32
6496,"""The server is busy. Please try again later.""",1,0,2025-01-30 11:19:14
6497,Responses are very slow,1,0,2025-01-29 16:47:49
6498,Very slow response,1,0,2025-01-30 13:57:23
6499,Very good app in the world,5,0,2025-01-30 17:33:10
6500,Very interesting app USA a d chatgpt dawn,5,0,2025-01-28 21:26:49
6501,Unable to register,1,0,2025-01-30 16:11:29
6502,You can't sing up the code is never sent,1,0,2025-01-28 20:03:47
6503,Not like chat GPT but I like it.,5,0,2025-01-29 12:16:25
6504,Convenient productive massive,5,0,2025-01-30 05:08:04
6505,Very very good deepseek,5,0,2025-01-31 04:44:19
6506,Nice one in the word app,5,0,2025-01-29 17:39:42
6507,It is better but it can ve more ✨👏,5,0,2025-01-31 10:57:36
6508,Best experience today. It was wonderful app.,5,0,2025-01-29 20:43:26
6509,Mashallah this app is very strong for chat gpt .,5,0,2025-01-30 13:28:41
6510,Very easy to use,5,0,2025-01-28 23:53:24
6511,"THE BEST AI EVER, NO IN APP PURCHASES TOO",5,0,2025-01-30 06:44:36
6512,PROUD to be one of the first 5M users 😭🤩 im pretty sure after a few months will be installed by 100M,5,0,2025-01-29 03:34:32
6513,First AI assistant that officially working in my region!🔥❤️,5,0,2025-01-29 09:23:57
6514,It was a very good experience and a very good response,5,0,2025-01-30 16:34:09
6515,its a good application for students,1,0,2025-01-30 09:20:12
6516,"Add. Document generator ( doc, ppt, Excel) Image generator Mind map creator for teachers",1,24,2025-01-31 06:23:50
6517,always server busy 😕😔,1,0,2025-01-29 07:21:07
6518,Doesn't pull realtime investment data,3,0,2025-01-29 00:17:02
6519,It's very bad app please don't use it,1,0,2025-01-29 15:11:15
6520,Good but need more updates,5,0,2025-01-29 20:13:31
6521,Server busy error,1,0,2025-01-28 22:22:55
6522,"Omg love From Bangladesh 🇧🇩❤️❤️ I can’t believe, this app is amazing.",5,0,2025-01-29 15:24:59
6523,"Am enjoyed to use this app, it's helpful",2,0,2025-01-28 19:22:31
6524,Not even able to sign-in,1,0,2025-01-28 17:34:00
6525,Server always busy,1,0,2025-01-29 09:36:43
6526,DeepSeek is most powerful ai chat ever.,5,0,2025-01-29 14:52:12
6527,Nice apps good appreciate China,5,0,2025-01-29 10:33:11
6528,This AI conveys information very nicely.,5,0,2025-01-31 09:51:59
6529,Nice and great appreciation,5,0,2025-01-30 04:59:09
6530,Almost time Server is busy... pathetic !,1,0,2025-01-30 08:54:57
6531,So good and it free!!!!!,5,0,2025-01-29 04:21:11
6532,Oooh my my! Hat's off! This is mindblowing 😵,5,0,2025-01-31 09:10:24
6533,Wow...amazing....information....wow again....very helpul.,5,0,2025-01-30 10:58:37
6534,Amazing App.... Very Good,5,0,2025-01-29 02:48:27
6535,I love the way deepseek ai give answer of my question 💕,5,0,2025-01-29 17:07:32
6536,"Best AI app., recommended",5,0,2025-01-29 16:12:07
6537,Best the app good working it app,5,0,2025-01-29 06:40:03
6538,Very helpful in others app,5,0,2025-01-30 02:53:33
6539,It's was a best app for information,5,0,2025-01-30 12:40:55
6540,One of the best ai technology,5,0,2025-01-30 15:38:11
6541,Chatgpt is nothing in front of this AI tool,5,0,2025-01-29 05:03:03
6542,Very good app and helpful,5,0,2025-01-29 21:49:02
6543,I am using this for 1st time but it is not responding.,1,0,2025-01-29 08:14:57
6544,Very very bad ai tool 😞 😭😂🤣,1,0,2025-01-29 12:30:08
6545,Very excited to use it ❣️,5,0,2025-01-30 06:41:35
6546,It is better than chatgpt all versions,5,0,2025-01-29 05:13:56
6547,Very nice thank you china love you,5,0,2025-01-29 13:40:15
6548,"Best AI ever, also free.....",5,0,2025-01-29 07:42:52
6549,Extremely useful and great 👍🏿,4,0,2025-01-28 16:00:58
6550,Worst...taking so long to response Chat gpt 100x better,1,0,2025-01-29 06:43:59
6551,This app is very good sayin true fact,5,0,2025-01-28 17:05:29
6552,"Damn man, its really good!",5,0,2025-01-29 10:24:14
6553,Very slow at the moment.,3,0,2025-01-27 08:43:47
6554,Better than chat gpt and bing and it's free,5,0,2025-01-29 08:46:54
6555,I am fully satisfied with this ai model,5,0,2025-01-29 06:34:33
6556,Awesome! you the best AI ever.,5,0,2025-01-29 22:59:11
6557,The best application in the world 🌎🌎,5,0,2025-01-29 10:11:10
6558,Very slow to answer,1,0,2025-01-28 16:28:51
6559,I don't know that why is it not working,1,0,2025-01-29 16:21:26
6560,Better then Chatgpt 100 times I love this download it😍,5,0,2025-01-28 18:42:28
6561,I THINK IT IS WORKING better than CHATGPT.....,5,0,2025-01-30 16:20:33
6562,Would best app I have ever used in my life,5,0,2025-01-29 02:32:46
6563,Taking so much time to answer,2,0,2025-01-29 03:41:33
6564,It's really a good app I've ever used 😁👍,5,0,2025-01-29 23:24:10
6565,Poor presentation.With Server issue,1,0,2025-01-30 08:41:33
6566,Sign up issue limited registration.,1,0,2025-01-30 13:36:22
6567,"Best app, from Somaliland.😹😭",5,0,2025-01-29 14:39:05
