Service,Question,Primary Data Source,Secondary Data Source,Custom Sentiment Score,Analysis Type
ChatGPT,What happens to my data?,I loved this app so much that I never thought again to delete it.... thanks to OpenAI.... which help me to top in the exams and to keep me always ahead in my class....,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,Amazing you can use it to make PowerPoints and I saves a lot of time so you don't have to spend hours writing an essay,5,0.4,Keyword/Text Analysis
ChatGPT,What happens to my data?,My chat history deleted when i was creating a story,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"chatgpt is a lifesaver, partner, and a genius ai that helps me with coding other studies that I might wanna try or familiarise myself with.",5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,😊 Assalamualaikum Chat GPT (Open AI) Team With this AI we can get information in less time. It takes less time to search due to which we can save our time from wasting. Thanks to the engineers and developers 🥰,5,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,amazingly helpful and saves tons of time,5,1.43,Keyword/Text Analysis
ChatGPT,What happens to my data?,It takes very much time to solve the questions given to it and also deletes the memory,1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,very good in chatting but there is no ability to save the past chat. this app helped me very well in several informations and ideas. but sometimes I need to go back to the chat but unfortunately there is no chat history,2,0.24,Keyword/Text Analysis
ChatGPT,What happens to my data?,I don't that you can find an app better than this. thisis a great platform where you easily access any kind of data in seconds.,5,0.4,Keyword/Text Analysis
ChatGPT,What happens to my data?,App don't have access to real-time data or updates beyond last training cut-off in January 2022. It rely on the information available up to that point to provide responses.,4,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,"chatgpt helped me in many ways , I'm really happy that it is a free app and it gives you correct answer and helps you plan things accordingly. i found this app very helpful and i suggest you guys to use it too. it may have some problems in between but it works perfectly after few attempts. that could be the reason why i rated it 5 Stars and this app deserves it . it may not function properly if you have network problem or storage issue but for me it is a best AI app . I'm glad i found it !! .",5,0.19,Keyword/Text Analysis
ChatGPT,What happens to my data?,"Extremely slow, takes ages till it responds. Edit: it doesn't respond at all anymore. Honestly just go google at this point. Edit: they removed the feature to stop the ai from Generating, if I could I'd give -5 stars. Edit: now it also added a limit you can talk to the ai.. what other stupid things are they gonna come up with, i wonder. Use google instead. Edit: it now collects your data, it doesn't even apply it.",1,0.0,Keyword/Text Analysis
ChatGPT,What happens to my data?,my niece told me about this app....already addicted asked for a character of my own goth girl and I saved the image and am asking for a story this app is SOOOO WORTH IT now I dont have to draw anymore this app will give you even a character of your own you wanna create now I can quite possible do what I always wanted to do draw what is created of how I want my character to look!!!! so dang worth it love this app!!!!!! im highly reccomending it can do anything,5,0.11,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,very informative but biased for jews,5,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"It can't tell you where the letter R is in the word blueberry. I wish it ha more to it like, autonomous learning, cross-domain insights, self-reflection, emotional intelligence, ethical frameworks, creative exploration, intuitive UI, advanced security, and holistic feedback for a transformative, self-improving AI.",1,0.23,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,A tremendous ethical unifying harmonic for diplomacy and hope.,5,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"Reached Limit popup cannot be closed anymore. Old: Asked for stores and when choosing Select Text, the select text page have left out all the stores. Again, many earlier problems are back. Keyboard is back to not closing on Send. The lying and bias is still a huge problem as I have to spend 90% of the time estsblishing the truth before I can move to actually get help. GPT will prioritize massive propaganda rather than going to the science, even when asking scientific questions .",1,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,Pretty good most of the times but biased othertimes like ask about Does Palestine people has right to freedom vs israel. Chatgpt has a strong bias towards Israel which makes it less reliable and trustworthy.,4,0.57,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"Bias on a variety of topics, but excellent for basic questions or queries.",4,0.77,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"asked a question based on my experience as a BIPOC and received incorrect information. Despite my clarification, the platform continued to reference Caucasian sources, deeming them more relevant. This is concerning as young white individuals seeking broader understanding might be misinformed. It's alarming that the platform perpetuates such biases, deserving a zero-star rating from me."" Review co written by chatgpt4",1,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"There are too many restrictions and non compliance messages. ChatGPT takes forever to upload images. Unlike ChaptGPT, GROK on X allows freedom of speech, reports factual historical events without bias and images upload quickly. I will no longer use your Open AI",1,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"A little bit heavy on the political correctness and the safety warnings, but aside from that, it's very, very impressive. It's hard to believe believe it's happening because I can remember a time when there wasn't even such a thing as a cell phone or an internet. I'm grateful that we all have intelligent people amongst us who possess the ability to create these types of things and the endless dedication that's clearly required in order to keep them evolving indefinitely.",5,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"Amazing... I have definitely maxed out its capabilities, but it has been resourceful. This AI has done some amazing letters for me in support of my father's rights. It has been unbiased and forthright by saying i am wrong and as well as helping guide me to figure out how to present it in a more formidable method. By far very impressive. I cant wait to see the growth in the near future. Thank you!",5,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"It is unable to reason beyond existing knowledge, may generate incorrect information, and can be biased. There are concerns about its potential to undermine critical thinking skills, ethical issues related to cheating and privacy, and the lack of human interaction .",2,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,needs even more live current date internet reach with zero biased truth finding capability.,4,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"Can't complete my registeration because of where I am from, and when I connect through a VPN to hide my ip address I get blocked. Not fair :(",1,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,I want chatgpt to answer on current affairs also,3,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"It's a very nice app, very smart and intelligent and precised and always ready to assist and gives excellent results but it, being out of date is disturbing that you can't ask it current affairs, just one year old things or older, please fix it It's a nice app tho",4,0.2,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,star and fair,5,0.0,Keyword/Text Analysis
ChatGPT,Is it ethical and unbiased?,"As an AI language model, it might seem biased if I were to write a review of myself. However, I can share some common feedback from users. ChatGPT, powered by GPT-3.5, is praised for its impressive ability to generate human-like responses and handle a wide range of topics. Users have found it helpful for answering questions, providing explanations, and engaging in casual conversations. However, some users have also pointed out occasional inaccuracies and the need for further improvements in hand",5,0.12,Keyword/Text Analysis
